Focus Group,Value Index,Content,processed_content,label,category,vader_sentiment,word_count
DOCE Discovery Session | Supervisors Group,121,"Record management and retention and digitization – organization it takes a lot of time and money – we've never done it, so sits in original system",record management retention digitization organization take lot time money never done sits original system,negative,record,positive,14
DOCE Discovery Session | Supervisors Group,123,"Will we be designing for Codes primarily or other departments to use? Codes will drive, but TBD for things like BAA and Law – ideally they would use same system for updates",designing code primarily department use code drive tbd thing like baa law ideally would use system update,positive,code,positive,17
DOCE Discovery Session | Supervisors Group,124,Consideration for processing applications for things that are in Camino now like periodic applications and business licensing,consideration processing application thing camino like periodic application business licensing,positive,application,positive,10
DOCE Discovery Session | Supervisors Group,125,"Ability to pay BAA tickets directly, even if it links to invoice cloud",ability pay baa ticket directly even link invoice cloud,positive,ability,positive,9
DOCE Discovery Session | Housing Inspectors Group,41,Would be helpful if click on a case – would be helpful to bring up any open cases,would helpful click case would helpful bring open case,positive,would,positive,9
DOCE Discovery Session | Housing Inspectors Group,43,Would be helpful in specific unit number,would helpful specific unit number,positive,would,positive,5
DOCE Discovery Session | Housing Inspectors Group,45,"Loading button – IPS spinning – automatically closes out, doesn’t always save",loading button ip spinning automatically close always save,positive,loading,positive,8
DOCE Discovery Session | Housing Inspectors Group,56,Would be helpful to populate corrective action,would helpful populate corrective action,positive,would,positive,5
DOCE Discovery Session | Housing Inspectors Group,68,Universal update of information would be helpful,universal update information would helpful,positive,universal,positive,5
DOCE Discovery Session | Housing Inspectors Group,71,Organizing those similar tasks – would be helpful to know I have 8 drive bys,organizing similar task would helpful know drive bys,positive,organizing,positive,8
DOCE Discovery Session | Housing Inspectors Group,74,Others don’t typically use Excel independently,others typically use excel independently,positive,others,positive,5
DOCE Discovery Session | Housing Inspectors Group,84,IPS app was confusing – connection issues as well,ip app confusing connection issue well,positive,ip,positive,6
DOCE Discovery Session | Housing Inspectors Group,85,Had laptop for awhile – very helpful – connection issues with that as well – difficulty logging in,laptop awhile helpful connection issue well difficulty logging,positive,laptop,positive,8
DOCE Discovery Session | Housing Inspectors Group,86,Would save hours to be able to do it in the field,would save hour able field,positive,would,positive,5
DOCE Discovery Session | Housing Inspectors Group,89,IPS – thinks it’s a good system and user friendly generally – freezing is an issue,ip think good system user friendly generally freezing issue,positive,ip,positive,9
DOCE Discovery Session | Housing Inspectors Group,90,Rental Registry PI module – would be helpful if streamlined and not two separate things,rental registry pi module would helpful streamlined two separate thing,positive,rental,positive,10
DOCE Discovery Session | Housing Inspectors Group,103,"Would like to see more stats – cases without inspection dates, or cases set to Need Review",would like see stats case without inspection date case set need review,positive,case,positive,12
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,14,"Thought they didn’t like IPS when they switched to Camino, now they miss IPS",thought like ip switched camino miss ip,positive,ip,positive,7
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,15,Rochester & Buffalo – (John) hear great things about what Rochester is doing there – what do they use?,rochester buffalo john hear great thing rochester use,positive,rochester,positive,8
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,25,Uses phone constantly for progress pictures – esp if issues that don’t meet code and may go to legal if not fixed – takes a lot of photos,us phone constantly progress picture esp issue meet code may go legal fixed take lot photo,positive,us,positive,16
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,28,Commercial – fire working hand in hand with permit inspections,commercial fire working hand hand permit inspection,positive,hand,positive,7
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,52,IPS better for day-to-day activities – aware of glitches and how to bypass issues,ip better activity aware glitch bypass issue,positive,ip,positive,7
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,55,Told by vendor they could do periodic inspections – but need that support – so if CofC,told vendor could periodic inspection need support cofc,positive,told,positive,8
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,61,System to keep you appraised of that stuff – as good as your input is,system keep appraised stuff good input,positive,system,positive,6
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,62,Camino not great for applicants as well – easy to add info i.e. enter someone’s license number,camino great applicant well easy add info enter someone license number,positive,camino,positive,11
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,63,Easy to say you’re a license electrician – flawed system from a security perspective,easy say license electrician flawed system security perspective,positive,easy,positive,8
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,71,Addressing – ability to see building/mailing addresses in addition to parcel addres,addressing ability see address addition parcel addres,positive,addressing,positive,7
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,74,"No problem with IPS – attachments are easier to see, easier to pull up – fewer issues",problem ip attachment easier see easier pull fewer issue,positive,easier,positive,9
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,78,Integration? Personally feels one system would be good for their work,integration personally feel one system would good work,positive,integration,positive,8
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,86,"For HVAC – some are using third party companies for the permitting pulling, scheduling inspections, instead of having the actual company do it",hvac using third party company permitting pulling scheduling inspection instead actual company,positive,company,positive,12
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,88,"IPS – likes the format of it – when things are overdue, they turn red and don’t go away",ip like format thing overdue turn red go away,positive,ip,positive,9
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,89,Likes the uploading of things and being able to see,like uploading thing able see,positive,like,positive,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,90,"Not as tech savvy – miss IPS – likes the tickle date option, have it come back to it",tech savvy miss ip like tickle date option come back,positive,tech,positive,10
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,96,There is a tab in Camino to just look at roofs – that is nice,tab camino look roof nice,positive,tab,positive,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,101,Ideally communication between all three would be great,ideally communication three would great,positive,ideally,positive,5
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,102,Permit office could still put permits in IPS like they used to – Permits team likes Camino,permit office could still put permit ip like used permit team like camino,positive,permit,positive,13
DOCE Discovery Session | Commercial/Permit/Electrical Inspectors Group,103,When you issue certificate – instantly notifies them which is a nice feature,issue certificate instantly notifies nice feature,positive,issue,positive,6
DOCE Discovery Session | Fire Prevention Bureau,8,Building Permit – third party reviewer not done in house,building permit third party reviewer done house,positive,building,positive,7
DOCE Discovery Session | Fire Prevention Bureau,14,"Once reviews completed – once passed, Brian T creates letter of transmittal for permit for CPO, if passes FPB, Brian F creates letter transmittal for FPB",review completed passed brian creates letter transmittal permit cpo pass fpb brian f creates letter transmittal fpb,positive,brian,positive,17
DOCE Discovery Session | Fire Prevention Bureau,16,Chad creates permit documentation – notify applicant and issue permit,chad creates permit documentation notify applicant issue permit,positive,permit,positive,8
DOCE Discovery Session | Fire Prevention Bureau,27,"Letter created, reviewed by Chief – reviews, approves, sends to Chad, updated in permit",letter created reviewed chief review approves sends chad updated permit,positive,letter,positive,10
DOCE Discovery Session | Fire Prevention Bureau,30,Sends to inspectors and Chief – forwards to Brian to review to make sure documentation is correct,sends inspector chief forward brian review make sure documentation correct,positive,sends,positive,10
DOCE Discovery Session | Fire Prevention Bureau,53,Can group permits using case number in IPS – nice features,group permit using case number ip nice feature,positive,group,positive,8
DOCE Discovery Session | Fire Prevention Bureau,57,Likes parcel history feature on IPS – takes less time to find cases and review,like parcel history feature ip take less time find case review,positive,like,positive,11
DOCE Discovery Session | Fire Prevention Bureau,62,Compliance Engine/Brycer - anything that requires third party report review,compliance anything requires third party report review,positive,compliance,positive,7
DOCE Discovery Session | Fire Prevention Bureau,63,"Suppressions systems – sprinklers, special suppression, ancels, canopies for gas stations",suppression system sprinkler special suppression ancels canopy gas station,positive,suppression,positive,9
DOCE Discovery Session | Fire Prevention Bureau,71,Likes tickle dates – needs to be more pronounced,like tickle date need pronounced,positive,like,positive,5
DOCE Discovery Session | Fire Prevention Bureau,72,Automatically add an assignment would be nice,automatically add assignment would nice,positive,automatically,positive,5
DOCE Discovery Session | Fire Prevention Bureau,77,Searching for parcels – if you don’t click search inactive – may miss something like resub,searching parcel click search inactive may miss something like resub,positive,searching,positive,10
DOCE Discovery Session | Fire Prevention Bureau,79,Cloud-based – in-field would make inspections and easier and documented more quickly,would make inspection easier documented quickly,positive,would,positive,6
DOCE Discovery Session | Central Permit Office,10,Check that they are legally established as a 4-family – IPS has assessment data,check legally established ip assessment data,positive,check,positive,6
DOCE Discovery Session | Central Permit Office,11,Would be helpful for IPS data to be viewable in Camino,would helpful ip data viewable camino,positive,would,positive,6
DOCE Discovery Session | Central Permit Office,12,The most a new system could integrate into Camino would be huge,new system could integrate camino would huge,positive,new,positive,7
DOCE Discovery Session | Central Permit Office,25,IPS also huge for FOIL requests,ip also huge foil request,positive,ip,positive,5
DOCE Discovery Session | Central Permit Office,27,Look Before You Buy? Would need to FOIL for everything – would be nice to have more of that info – on the permits side,look buy would need foil everything would nice info permit side,positive,would,positive,11
DOCE Discovery Session | Central Permit Office,37,Codes and Permits segmented in IPS – was challenging – Permits wouldn’t see the photo from the Codes,code permit segmented ip challenging permit see photo code,positive,code,positive,9
DOCE Discovery Session | Central Permit Office,44,IPS worked better for ROW address management,ip worked better row address management,positive,ip,positive,6
DOCE Discovery Session | Central Permit Office,46,Destiny mall – IPS and Camino don’t handle well,destiny mall ip camino handle well,positive,destiny,positive,6
DOCE Discovery Session | Central Permit Office,47,IPS – would be nice to be notified of approvals completed,ip would nice notified approval completed,positive,ip,positive,6
DOCE Discovery Session | Central Permit Office,59,Camino – applicants don’t check on Camino even though they can – still call or email and want a list,camino applicant check camino even though still call email want list,positive,camino,positive,11
DOCE Discovery Session | Central Permit Office,64,Address book – contractor database is helpful,address book contractor database helpful,positive,address,positive,5
DOCE Discovery Session | Central Permit Office,68,"Parcel alert feature – likes that in IPS e.g. property in the floodplain, or vacant property, or historical",parcel alert feature like ip property floodplain vacant property historical,positive,property,positive,10
DOCE Discovery Session | Central Permit Office,74,In Camino can clearly see who did what step and who to call,camino clearly see step call,positive,camino,positive,5
DOCE Discovery Session | Central Permit Office,77,Any level of integration with Camino would help,level integration camino would help,positive,level,positive,5
DOCE Discovery Session | Central Permit Office,81,Report capabilities would be important for future system,report capability would important future system,positive,report,positive,6
DOCE Discovery Session | Central Permit Office,96,Common Council area – that would help with encroachment (major) for Bob,common council area would help encroachment major bob,positive,common,positive,8
DOCE Discovery Session | Zoning,3,"Further back – most things on paper are also on microfige, but paper is easier to sort through",back thing paper also microfige paper easier sort,positive,paper,positive,8
DOCE Discovery Session | Zoning,14,"Comprehensive history of certain properties – start with IPS, zoning data history – some don’t have, but provides helpful timeline and project number for different searches",comprehensive history certain property start ip zoning data history provides helpful timeline project number different search,positive,history,positive,16
DOCE Discovery Session | Zoning,19,District plan – doesn't happen every year – important with specific,district plan happen every year important specific,positive,district,positive,7
DOCE Discovery Session | Zoning,23,Go through all of CE history and building permits in IPS – full understanding – evidence to support zoning record,go ce history building permit ip full understanding evidence support zoning record,positive,go,positive,12
DOCE Discovery Session | Zoning,28,IPS good place to start – gives an idea of what’s out there,ip good place start give idea,positive,ip,positive,6
DOCE Discovery Session | Zoning,31,"M0365 – Outlook, Word, Excel used every day",outlook word excel used every day,positive,outlook,positive,6
DOCE Discovery Session | Zoning,34,Linked scheduling for phones will be helpful – sometimes different answers from different people – would be nice for phone calls to automically be logged,linked scheduling phone helpful sometimes different answer different people would nice phone call automically logged,positive,phone,positive,15
DOCE Discovery Session | Zoning,39,"Historically projects in IPS – project number – variance will say approved but resolution not there and that would have the details of what’s approved, what conditions",historically project ip project number variance say approved resolution would detail approved condition,positive,project,positive,13
DOCE Discovery Session | Zoning,46,"e.g. encroachment granted – resolution said for one street, while description said opposite street",encroachment granted resolution said one street description said opposite street,positive,said,positive,10
DOCE Discovery Session | Zoning,51,Tool that would be amazing – pull docs out of database by block and lot number – anything related to that area,tool would amazing pull doc database block lot number anything related area,positive,tool,positive,12
DOCE Discovery Session | Zoning,55,Addresses changing over time – SBL numbers can be helpful in doing research,address changing time sbl number helpful research,positive,address,positive,7
DOCE Discovery Session | Zoning,58,Inactive parcel search option is nice – would be nice if it’s on all the time,inactive parcel search option nice would nice time,positive,nice,positive,8
DOCE Discovery Session | Zoning,74,Workflow – see CU apps and zoning looking at them last – discover later that they need a Special Use permit – attached to it late – making sure zoning on it in earlier stages – ensure not extending,workflow see cu apps zoning looking last discover later need special use permit attached late making sure zoning earlier stage ensure extending,positive,zoning,positive,22
DOCE Discovery Session | Zoning,76,Zone check – checking legal land use,zone check checking legal land use,positive,zone,positive,6
DOCE Discovery Session | Zoning,81,"Zone checks for multiple items – CU and CC – Jake would like to see zone checks on RR for res/comm purposes – 2 story 3 brd, and they find 5 – alerted to that",zone check multiple item cu cc jake would like see zone check rr purpose story brd find alerted,positive,zone,positive,18
DOCE Discovery Session | Zoning,83,Code inspectors – proactive with enforcement on zoning side,code inspector proactive enforcement zoning side,positive,code,positive,6
DOCE Discovery Session | Zoning,88,IPS does well: summary sheets for zoning comments – manually copy/paste reviewer comments (helpful that form is in IPS and does generate),ip well summary sheet zoning comment manually reviewer comment helpful form ip generate,positive,ip,positive,13
DOCE Discovery Session | Zoning,92,Camino – if approved on Mon on CPC – date it gets entered vs date of actual approval,camino approved mon cpc date get entered v date actual approval,positive,date,positive,11
DOCE Discovery Session | Zoning,94,Fills up quickly with things like electrical inspections,fill quickly thing like electrical inspection,positive,fill,positive,6
DOCE Discovery Session | Zoning,95,Like property history tab in IPS,like property history tab ip,positive,like,positive,5
DOCE Discovery Session | Zoning,103,"Cleaned up version of things they care about – noting I’m, document things relevant to zoning",cleaned version thing care noting document thing relevant zoning,positive,thing,positive,9
DOCE Discovery Session | Zoning,116,"Looking at/searching contractor information – Camino doesn’t do well, IPS has some capabilities",looking contractor information camino well ip capability,positive,looking,positive,7
DOCE Discovery Session | Zoning,117,Kelsey was convinced CRM was the solution for CE,kelsey convinced crm solution ce,positive,kelsey,positive,5
DOCE Discovery Session | Zoning,118,People component is important for lead enforcement,people component important lead enforcement,positive,people,positive,5
DOCE Discovery Session | DOCE Office Staff,6,"If it has, responds with case number so they can call and check status",responds case number call check status,positive,responds,positive,6
DOCE Discovery Session | DOCE Office Staff,10,Uploading images and docs into JustFOIA – works well just to click and drag those,uploading image doc justfoia work well click drag,positive,uploading,positive,8
DOCE Discovery Session | DOCE Office Staff,19,Maintenance of DOCE files and the website – just updated HH101 and exam dates that Denise oversees – only person who does that (Codes Shared folder and Open Cities),maintenance doce file website updated exam date denise oversees person code shared folder open city,positive,maintenance,positive,15
DOCE Discovery Session | DOCE Office Staff,25,Sometimes mangement needs assistance with Law referral list for vacant properties – have helped organize that information – uses Excel,sometimes mangement need assistance law referral list vacant property helped organize information us excel,positive,sometimes,positive,14
DOCE Discovery Session | DOCE Office Staff,26,"Another project has been HH101 – uses Excel to track whose tabling, emailing folks through Outlook",another project us excel track whose tabling emailing folk outlook,positive,another,positive,10
DOCE Discovery Session | DOCE Office Staff,34,"Office managers projects e.g. law referral list, Jordan working on vacant cut and clean list with Brian Eisenberg",office manager project law referral list jordan working vacant cut clean list brian eisenberg,positive,list,positive,14
DOCE Discovery Session | DOCE Office Staff,36,Spreadsheet of all Law referrals – better visual of what’s in the system,spreadsheet law referral better visual system,positive,spreadsheet,positive,6
DOCE Discovery Session | DOCE Office Staff,41,Improvement: Ensure PM or agent generated in new cases*,improvement ensure pm agent generated new case,positive,improvement,positive,7
DOCE Discovery Session | DOCE Office Staff,42,When inspectors refer to BAA – certain things that make it so the referral won’t count,inspector refer baa certain thing make referral count,positive,inspector,positive,8
DOCE Discovery Session | DOCE Office Staff,44,Sanitation notice bar in print queue – 2500 letters – number never changes – can't view anything in it,sanitation notice bar print queue letter number never change ca view anything,positive,sanitation,positive,12
DOCE Discovery Session | DOCE Office Staff,49,Would be nice to see previous addresses,would nice see previous address,positive,would,positive,5
DOCE Discovery Session | DOCE Office Staff,62,Address book works well for updating ownership – can use to see if owner has more than 1 contact in IPS so you can update the all simultaneously,address book work well updating ownership use see owner contact ip update simultaneously,positive,address,positive,13
DOCE Discovery Session | DOCE Office Staff,63,"Print queue – likes the organization of it, splits up all notices – tells notices of number of that need to be printed",print queue like organization split notice tell notice number need printed,positive,notice,positive,11
DOCE Discovery Session | DOCE Office Staff,65,Address book can also be flooded with duplicate contacts with same information – ability to merge contacts would be nice,address book also flooded duplicate contact information ability merge contact would nice,positive,contact,positive,12
DOCE Discovery Session | DOCE Office Staff,66,Have to update the lot to make sure everything is updated correctly,update lot make sure everything updated correctly,positive,update,positive,7
DOCE Discovery Session | DOCE Office Staff,72,Sometimes if print queue open all day – session has “expired” - reaches it limit,sometimes print queue open day session expired reach limit,neutral,sometimes,positive,9
DOCE Discovery Session | DOCE Office Staff,82,Communication between BAA and inspectors happens between IPS – BAA leaves inspectors in the dark – more communication would b helpful –  could be helpful for IPS to generate summary about BAA actions/process updates,communication baa inspector happens ip baa leaf inspector dark communication would b helpful could helpful ip generate summary baa update,positive,baa,positive,20
DOCE Discovery Session | CPO Coordinators,20,County GIS map also helpful for that,county gi map also helpful,positive,county,positive,5
DOCE Discovery Session | CPO Coordinators,22,"Entertainment licenses, food vendors, taxis, (more CPO)",entertainment license food vendor taxi cpo,positive,entertainment,positive,6
DOCE Discovery Session | CPO Coordinators,23,"Entertainment: SPD, fire codes, zoning",entertainment spd fire code zoning,positive,entertainment,positive,5
DOCE Discovery Session | CPO Coordinators,25,"Zoning/SPD/Codes review every license time – Codes is only Cer tof Use, tobacco, and entertainment",review every license time code cer tof use tobacco entertainment,positive,review,positive,10
DOCE Discovery Session | CPO Coordinators,32,For the people actually using the system it’s not working and it’s not working for applicants – the number of questions – made life harder – more headaches,people actually using system working working applicant number question made life harder headache,positive,working,positive,13
DOCE Discovery Session | CPO Coordinators,36,Get unsubmitted and incomplete application – creates incomplete,get unsubmitted incomplete application creates incomplete,positive,incomplete,positive,6
DOCE Discovery Session | CPO Coordinators,43,Only one person dedicated to Camino – not enough capacity for that,one person dedicated camino enough capacity,positive,one,positive,6
DOCE Discovery Session | CPO Coordinators,51,Can we make exceptions for digital applications? Give out paper paper applications? Creates more work for staff,make exception digital application give paper paper application creates work staff,positive,application,positive,11
DOCE Discovery Session | CPO Coordinators,54,IPS: Addresses that have hypens – can't search by second number,ip address hypens ca search second number,positive,ip,positive,7
DOCE Discovery Session | CPO Coordinators,56,Special names like MLK spelled incorrectly,special name like mlk spelled incorrectly,positive,special,positive,6
