focus_group,pain_points,processed_text,sentiment
BAA BAA Supervisors,"Unlinked Related Cases: Cases involving the same property or owner are not linked together, making it difficult to view complete violation history.",unlinked related cases cases involving the same property or owner are not linked together making it difficult to view complete violation history,negative
BAA BAA Supervisors,Limited Property Overview: Multiple violations and complaints cannot easily be viewed together at the property level.,limited property overview multiple violations and complaints cannot easily be viewed together at the property level,negative
BAA BAA Supervisors,"Evidence Management: Hearing evidence, photographs, and supporting documentation are often missing, inconsistently uploaded, or difficult to locate.",evidence management hearing evidence photographs and supporting documentation are often missing inconsistently uploaded or difficult to locate,negative
BAA BAA Supervisors,"Limited Search Functionality: Searching by LLC, address, parcel, and owner is unreliable, and reports do not consistently return accurate results.",limited search functionality searching by llc address parcel and owner is unreliable and reports do not consistently return accurate results,negative
BAA BAA Supervisors,"Fragmented Information: Information is spread across multiple IPS interfaces, requiring staff to switch screens to complete a case.",fragmented information information is spread across multiple ips interfaces requiring staff to switch screens to complete a case,neutral
BAA BAA Supervisors,"Payment Tracking Limitations: Payments are not clearly linked to individual violations, making payment history difficult to interpret.",payment tracking limitations payments are not clearly linked to individual violations making payment history difficult to interpret,negative
BAA BAA Supervisors,"Action Management Complexity: IPS contains numerous actions that are rarely used, making navigation more difficult than necessary.",action management complexity ips contains numerous actions that are rarely used making navigation more difficult than necessary,negative
BAA BAA Supervisors,"Service Verification: Tracking certified mail, USPS delivery, and re-service activities requires multiple external systems.",service verification tracking certified mail usps delivery and re service activities requires multiple external systems,neutral
BAA BAA Supervisors,"Documentation Quality: Missing inspector notes, photographs, and supporting documentation delay hearings and administrative decisions.",documentation quality missing inspector notes photographs and supporting documentation delay hearings and administrative decisions,negative
BAA BAA Supervisors,"Communication Gaps: Coordination between BAA and Code Enforcement is inconsistent, particularly when additional evidence or clarification is required.",communication gaps coordination between baa and code enforcement is inconsistent particularly when additional evidence or clarification is required,neutral
BAA BAA Supervisors,Inconsistent Note Taking: Variations in how staff record case notes reduce consistency across cases.,inconsistent note taking variations in how staff record case notes reduce consistency across cases,neutral
BAA BAA Supervisors,"Manual Scheduling Process: Hearing scheduling, appeals, and calendar management rely on Outlook, Doodle, Teams, and manual coordination.",manual scheduling process hearing scheduling appeals and calendar management rely on outlook doodle teams and manual coordination,neutral
CPO CPO Co-Ordinator,System Crashes: IPS crashes during high-volume processing activities.,system crashes ips crashes during high volume processing activities,neutral
CPO CPO Co-Ordinator,Attachment Issues: Problems saving and managing attachments.,attachment issues problems saving and managing attachments,positive
CPO CPO Co-Ordinator,Slow Performance: Delays when processing applications and notices.,slow performance delays when processing applications and notices,neutral
CPO CPO Co-Ordinator,Workflow Interruptions: Certain activities require workarounds or manual intervention.,workflow interruptions certain activities require workarounds or manual intervention,negative
CPO CPO Co-Ordinator,Complex Navigation: Multiple screens and tabs create inefficiencies.,complex navigation multiple screens and tabs create inefficiencies,positive
CPO CPO Co-Ordinator,Duplicate Ownership Records: Ownership information is difficult to maintain.,duplicate ownership records ownership information is difficult to maintain,negative
CPO CPO Co-Ordinator,Expiration Tracking Limitations: Renewal tracking depends heavily on reports.,expiration tracking limitations renewal tracking depends heavily on reports,neutral
CPO CPO Co-Ordinator,Address Lookup Challenges: Difficulty locating accurate address information.,address lookup challenges difficulty locating accurate address information,negative
CPO CPO Co-Ordinator,Manual Ownership Maintenance: Significant effort required to maintain ownership records.,manual ownership maintenance significant effort required to maintain ownership records,positive
CPO CPO Co-Ordinator,No Automated Renewal Queue: Renewal management requires manual tracking.,no automated renewal queue renewal management requires manual tracking,negative
CPO CPO Co-Ordinator,Property Research Complexity: Multiple searches are often required to locate information.,property research complexity multiple searches are often required to locate information,neutral
CPO CPO Co-Ordinator,Duplicate Data Entry: Information must often be entered into both IPS and Camino.,duplicate data entry information must often be entered into both ips and camino,neutral
CPO CPO Co-Ordinator,Poor Integration: Limited integration between Camino and IPS.,poor integration limited integration between camino and ips,negative
CPO CPO Co-Ordinator,"Split Workflows: Licensing, permitting, and registry processes span multiple systems.",split workflows licensing permitting and registry processes span multiple systems,neutral
CPO CPO Co-Ordinator,Application Processing Complexity: Certain workflows became more complicated after Camino implementation.,application processing complexity certain workflows became more complicated after camino implementation,positive
CPO CPO Co-Ordinator,Manual Scheduling: Significant effort required to coordinate inspections.,manual scheduling significant effort required to coordinate inspections,positive
CPO CPO Co-Ordinator,Applicant Status Requests: Staff spend considerable time responding to status inquiries.,applicant status requests staff spend considerable time responding to status inquiries,neutral
CPO CPO Co-Ordinator,Manual Notification Processes: Renewal and expiration notices require manual effort.,manual notification processes renewal and expiration notices require manual effort,neutral
CPO CPO Co-Ordinator,Applicant Confusion: Applicants often struggle to understand requirements and application status.,applicant confusion applicants often struggle to understand requirements and application status,negative
CPO CPO Co-Ordinator,Spreadsheet Dependency: External spreadsheets are required to track work.,spreadsheet dependency external spreadsheets are required to track work,neutral
CPO CPO Co-Ordinator,Cross-System Research: Information must be gathered from several systems.,cross system research information must be gathered from several systems,neutral
CPO CPO Co-Ordinator,Duplicate Processes: Similar information is maintained in multiple locations.,duplicate processes similar information is maintained in multiple locations,neutral
DOCE Building Inspectors,"Frequent Crashes: IPS crashes regularly, sometimes multiple times per week.",frequent crashes ips crashes regularly sometimes multiple times per week,neutral
DOCE Building Inspectors,Session Loss: Work can be lost when IPS crashes unexpectedly.,session loss work can be lost when ips crashes unexpectedly,negative
DOCE Building Inspectors,Performance Issues: System becomes slower as case volume increases.,performance issues system becomes slower as case volume increases,neutral
DOCE Building Inspectors,Ownership Issues: Ownership records are inconsistent and difficult to maintain.,ownership issues ownership records are inconsistent and difficult to maintain,negative
DOCE Building Inspectors,Multiple Record Locations: Ownership information can exist in several places.,multiple record locations ownership information can exist in several places,neutral
DOCE Building Inspectors,Outdated Information: Contact and ownership information is not always current.,outdated information contact and ownership information is not always current,neutral
DOCE Building Inspectors,Address Discrepancies: Property addresses are sometimes inconsistent across systems.,address discrepancies property addresses are sometimes inconsistent across systems,neutral
DOCE Building Inspectors,Cases Difficult to Find: Locating specific cases can be time-consuming.,cases difficult to find locating specific cases can be time consuming,negative
DOCE Building Inspectors,Too Much Information in Different Areas: Important information is spread throughout the system.,too much information in different areas important information is spread throughout the system,positive
DOCE Building Inspectors,Multiple Ways to Update Data: Different update paths create inconsistencies.,multiple ways to update data different update paths create inconsistencies,positive
DOCE Building Inspectors,Case Visibility Issues: Limited visibility into activities completed by other departments.,case visibility issues limited visibility into activities completed by other departments,negative
DOCE Building Inspectors,Tickle Dates Can Be Missed: Reminder dates can be overlooked or lost.,tickle dates can be missed reminder dates can be overlooked or lost,negative
DOCE Building Inspectors,No Elevator Certification Visibility: Elevator certification status is difficult to access.,no elevator certification visibility elevator certification status is difficult to access,negative
DOCE Building Inspectors,No Water Record Visibility: Water record information is not easily available.,no water record visibility water record information is not easily available,negative
DOCE Building Inspectors,No Sprinkler Report Access: Inspectors cannot easily access sprinkler system reports.,no sprinkler report access inspectors cannot easily access sprinkler system reports,negative
DOCE Building Inspectors,Zoning Information Gaps: Zoning reviews do not consistently appear within inspection cases.,zoning information gaps zoning reviews do not consistently appear within inspection cases,neutral
DOCE Building Inspectors,Third-Party Information Missing: Important compliance documentation exists outside IPS.,third party information missing important compliance documentation exists outside ips,positive
DOCE Building Inspectors,"Too Many Applications: Inspectors must switch between IPS, Camino, AS400, Compliance Engine, Outlook, and other tools.",too many applications inspectors must switch between ips camino as compliance engine outlook and other tools,neutral
DOCE Building Inspectors,No Single Source of Truth: Information needed for inspections is spread across multiple systems.,no single source of truth information needed for inspections is spread across multiple systems,neutral
DOCE Building Inspectors,Repeated Research: The same information often must be searched in several locations.,repeated research the same information often must be searched in several locations,neutral
DOCE Building Inspectors,Tablet Reliability Issues: Existing tablets are slow and unreliable.,tablet reliability issues existing tablets are slow and unreliable,neutral
DOCE Building Inspectors,Mobile Access Limitations: IPS functionality in the field is limited.,mobile access limitations ips functionality in the field is limited,negative
DOCE Building Inspectors,Need for Personal Hotspots: Inspectors sometimes rely on personal hotspots to connect.,need for personal hotspots inspectors sometimes rely on personal hotspots to connect,neutral
DOCE Building Inspectors,Field Documentation Challenges: Lack of effective mobile tools increases office-based data entry.,field documentation challenges lack of effective mobile tools increases office based data entry,positive
DOCE Building Inspectors,Slow Zoning Approvals: Zone checks often delay certificate issuance.,slow zoning approvals zone checks often delay certificate issuance,negative
DOCE Building Inspectors,"Lack of Updates from Other Departments: Fire, Zoning, Law, and BAA do not consistently update case information.",lack of updates from other departments fire zoning law and baa do not consistently update case information,negative
DOCE Building Inspectors,Reliance on Others: Inspectors depend heavily on other departments to complete work.,reliance on others inspectors depend heavily on other departments to complete work,neutral
DOCE Building Inspectors,BAA Process Delays: Inspectors are often blamed for delays caused by BAA or Law.,baa process delays inspectors are often blamed for delays caused by baa or law,negative
DOCE Building Inspectors,Permit Communication Gaps: Permit requirements are not always communicated effectively.,permit communication gaps permit requirements are not always communicated effectively,negative
DOCE CommercialPermitElectrical Inspectors,System Buffering & Slowdowns: IPS experiences performance issues and occasional breakdowns.,system buffering slowdowns ips experiences performance issues and occasional breakdowns,neutral
DOCE CommercialPermitElectrical Inspectors,Searching Difficulties: Finding information can be time-consuming.,searching difficulties finding information can be time consuming,negative
DOCE CommercialPermitElectrical Inspectors,Limited Documentation Capabilities: Difficult to document certain inspection and permit activities.,limited documentation capabilities difficult to document certain inspection and permit activities,negative
DOCE CommercialPermitElectrical Inspectors,Field Access Limitations: Limited ability to access and update cases in the field.,field access limitations limited ability to access and update cases in the field,positive
DOCE CommercialPermitElectrical Inspectors,Manual Scheduling Requirements: Inspectors often maintain schedules outside IPS.,manual scheduling requirements inspectors often maintain schedules outside ips,neutral
DOCE CommercialPermitElectrical Inspectors,No Permit Workflow Integration: Permit workflows are primarily managed outside IPS.,no permit workflow integration permit workflows are primarily managed outside ips,negative
DOCE CommercialPermitElectrical Inspectors,Lack of Permit Tracking Functionality: Permit inspectors rely heavily on Camino instead of IPS.,lack of permit tracking functionality permit inspectors rely heavily on camino instead of ips,negative
DOCE CommercialPermitElectrical Inspectors,Limited Follow-Up Tracking: IPS does not adequately support permit inspection workflows.,limited follow up tracking ips does not adequately support permit inspection workflows,negative
DOCE CommercialPermitElectrical Inspectors,Difficulty Managing Inspection Histories: Inspectors must manually review large volumes of information.,difficulty managing inspection histories inspectors must manually review large volumes of information,negative
DOCE CommercialPermitElectrical Inspectors,Searching for Information: Important project and permit information can be difficult to locate.,searching for information important project and permit information can be difficult to locate,negative
DOCE CommercialPermitElectrical Inspectors,No Unified Permit Record: Information is spread across multiple systems.,no unified permit record information is spread across multiple systems,positive
DOCE CommercialPermitElectrical Inspectors,Project Visibility Issues: Inspectors lack visibility into all project activities from one location.,project visibility issues inspectors lack visibility into all project activities from one location,negative
DOCE CommercialPermitElectrical Inspectors,Scheduling Disconnect: Inspections scheduled in Camino do not automatically appear in Outlook.,scheduling disconnect inspections scheduled in camino do not automatically appear in outlook,neutral
DOCE CommercialPermitElectrical Inspectors,No Calendar Integration: Inspectors maintain duplicate schedules.,no calendar integration inspectors maintain duplicate schedules,negative
DOCE CommercialPermitElectrical Inspectors,No Tickler Functionality: Camino lacks reminder and follow-up tracking capabilities.,no tickler functionality camino lacks reminder and follow up tracking capabilities,negative
DOCE CommercialPermitElectrical Inspectors,Address Management Issues: Address information can be inaccurate or difficult to manage.,address management issues address information can be inaccurate or difficult to manage,negative
DOCE CommercialPermitElectrical Inspectors,Duplicate Records: Duplicate entries exist within Camino.,duplicate records duplicate entries exist within camino,neutral
DOCE CommercialPermitElectrical Inspectors,Navigation Difficulties: Users find Camino difficult to navigate.,navigation difficulties users find camino difficult to navigate,negative
DOCE CommercialPermitElectrical Inspectors,Limited Visibility: Difficult to see assigned work and active projects.,limited visibility difficult to see assigned work and active projects,negative
DOCE CommercialPermitElectrical Inspectors,No Internal Reminder System: Inspectors rely on manual notes and tracking methods.,no internal reminder system inspectors rely on manual notes and tracking methods,negative
DOCE CommercialPermitElectrical Inspectors,Internet Dependency: Some functions are unavailable when connectivity issues occur.,internet dependency some functions are unavailable when connectivity issues occur,neutral
DOCE CommercialPermitElectrical Inspectors,Permit Office Coordination Issues: Permit processes are not fully integrated.,permit office coordination issues permit processes are not fully integrated,neutral
DOCE CommercialPermitElectrical Inspectors,Contractor Coordination: Contractors do not always respond promptly to communication.,contractor coordination contractors do not always respond promptly to communication,neutral
DOCE CommercialPermitElectrical Inspectors,Lack of Coordination: Electrical inspectors identified limited coordination across teams.,lack of coordination electrical inspectors identified limited coordination across teams,negative
DOCE CommercialPermitElectrical Inspectors,Training Gaps: Insufficient training on Camino and related processes.,training gaps insufficient training on camino and related processes,neutral
DOCE CommercialPermitElectrical Inspectors,Manual Follow-Up Requirements: Inspectors must manually track contractor responses and inspection needs.,manual follow up requirements inspectors must manually track contractor responses and inspection needs,neutral
DOCE CommercialPermitElectrical Inspectors,Handwritten Tracking: Inspectors often maintain handwritten schedules and inspection notes.,handwritten tracking inspectors often maintain handwritten schedules and inspection notes,neutral
DOCE CommercialPermitElectrical Inspectors,"Multiple Systems: Staff must switch between Camino, IPS, Outlook, phones, and other tools.",multiple systems staff must switch between camino ips outlook phones and other tools,neutral
DOCE CommercialPermitElectrical Inspectors,Duplicate Data Entry: Information must be entered and tracked in multiple locations.,duplicate data entry information must be entered and tracked in multiple locations,neutral
DOCE CommercialPermitElectrical Inspectors,Limited Mobile Functionality: Field-based work remains partially paper-driven.,limited mobile functionality field based work remains partially paper driven,negative
CPC CPC,"Limited Search Functionality: Searching by address, owner, violation number, or ticket number is limited and often requires multiple searches.",limited search functionality searching by address owner violation number or ticket number is limited and often requires multiple searches,negative
CPC CPC,"Mixed Violation Records: BAA tickets and Code Enforcement violations appear together, making it difficult to distinguish between them.",mixed violation records baa tickets and code enforcement violations appear together making it difficult to distinguish between them,negative
CPC CPC,Delayed Information Updates: BAA and violation information is not always updated in real time.,delayed information updates baa and violation information is not always updated in real time,negative
CPC CPC,Incomplete Information: Parcel information and account records are not always synchronized across systems.,incomplete information parcel information and account records are not always synchronized across systems,neutral
CPC CPC,"Limited Case Visibility: Staff cannot easily view all violations, payments, and related property information from a single screen.",limited case visibility staff cannot easily view all violations payments and related property information from a single screen,negative
CPC CPC,Duplicate Data Entry: Staff repeatedly enter the same information across multiple systems.,duplicate data entry staff repeatedly enter the same information across multiple systems,neutral
CPC CPC,"Multiple System Navigation: Daily work requires switching between IPS, AIMS, AS400, eTax, Invoice Cloud, and other systems.",multiple system navigation daily work requires switching between ips aims as etax invoice cloud and other systems,neutral
CPC CPC,"Manual Financial Processes: Financial reconciliation, collections, and reporting require significant manual effort.",manual financial processes financial reconciliation collections and reporting require significant manual effort,positive
CPC CPC,Fragmented Information Sources: Staff rely on multiple systems and paper files to answer public questions.,fragmented information sources staff rely on multiple systems and paper files to answer public questions,neutral
CPC CPC,"Cross-Department Dependencies: CPC depends on timely updates from BAA, Finance, Code Enforcement, and inspectors.",cross department dependencies cpc depends on timely updates from baa finance code enforcement and inspectors,neutral
CPC CPC,"Customer Service Complexity: Staff spend significant time helping public understand violations, payments, and permit requirements.",customer service complexity staff spend significant time helping public understand violations payments and permit requirements,negative
CPC CPC,Payment Reconciliation: Pulling payments across systems can be time-consuming.,payment reconciliation pulling payments across systems can be time consuming,neutral
CPC CPC,"Administrative Workload: Managing certificates, board files, tax searches, and financial records involves repetitive administrative work.",administrative workload managing certificates board files tax searches and financial records involves repetitive administrative work,negative
NBD NBD Internal,Missing Referral Visibility: Some Emergency Repair Program referrals do not appear in the IPS Desk Review section.,missing referral visibility some emergency repair program referrals do not appear in the ips desk review section,negative
NBD NBD Internal,Limited Referral Tracking: IPS does not clearly identify where referrals originated or distinguish different referral types.,limited referral tracking ips does not clearly identify where referrals originated or distinguish different referral types,negative
NBD NBD Internal,Non-Chronological Case History: Open case information is difficult to review because activities are not always presented in chronological order.,non chronological case history open case information is difficult to review because activities are not always presented in chronological order,negative
NBD NBD Internal,"Limited Address Search: Address lookup and property searching can be difficult, particularly when researching redevelopment or neighborhood projects.",limited address search address lookup and property searching can be difficult particularly when researching redevelopment or neighborhood projects,negative
NBD NBD Internal,Contact Management Issues: The IPS contact/address book contains duplicate or difficult-to-manage records.,contact management issues the ips contact address book contains duplicate or difficult to manage records,negative
NBD NBD Internal,System Performance: IPS slows down when processing large amounts of information and occasionally crashes during use.,system performance ips slows down when processing large amounts of information and occasionally crashes during use,neutral
NBD NBD Internal,Limited Cross-Case Visibility: Users cannot easily review related information across multiple cases simultaneously.,limited cross case visibility users cannot easily review related information across multiple cases simultaneously,negative
NBD NBD Internal,Manual Data Entry: Many program activities require repetitive manual data entry and updates.,manual data entry many program activities require repetitive manual data entry and updates,negative
NBD NBD Internal,"Fragmented Information Sources: Staff must search multiple systems including IPS, Camino, AS400, eTax, County Clerk, GIS, and external databases to complete property research.",fragmented information sources staff must search multiple systems including ips camino as etax county clerk gis and external databases to complete property research,neutral
NBD NBD Internal,Limited Data Sharing: Information is not easily shared across City departments or external agencies.,limited data sharing information is not easily shared across city departments or external agencies,negative
NBD NBD Internal,"Property Research Complexity: Researching ownership, redevelopment history, and neighborhood information requires significant manual effort",property research complexity researching ownership redevelopment history and neighborhood information requires significant manual effort,positive
NBD NBD Internal,"Lack of Automation: Manual workflows increase staff effort for referrals, research, and program tracking.",lack of automation manual workflows increase staff effort for referrals research and program tracking,neutral
NBD NBD Internal,Historical Record Access: Historical property records and previous program information can be difficult to locate.,historical record access historical property records and previous program information can be difficult to locate,negative
NBD NBD Internal,"Cross-Department Coordination: Programs depend on coordination with Code Enforcement, Finance, Assessment, Law, Planning, and other departments.",cross department coordination programs depend on coordination with code enforcement finance assessment law planning and other departments,neutral
Assessment Assessment Supervisors,Historical Record Management: Historical permits and property records often require searching IPS together with OnBase because historical information is not consolidated.,historical record management historical permits and property records often require searching ips together with onbase because historical information is not consolidated,neutral
Assessment Assessment Supervisors,"Incomplete Property History: IPS does not always provide a complete historical picture for permits, Certificates of Occupancy, or property changes.",incomplete property history ips does not always provide a complete historical picture for permits certificates of occupancy or property changes,neutral
Assessment Assessment Supervisors,Large Plan Viewing: Large plans and surveys cannot be viewed effectively within IPS.,large plan viewing large plans and surveys cannot be viewed effectively within ips,negative
Assessment Assessment Supervisors,Limited Historical Visibility: Historical records are frequently needed to determine legal occupancy and previous property conditions but are not always easily accessible.,limited historical visibility historical records are frequently needed to determine legal occupancy and previous property conditions but are not always easily accessible,negative
Assessment Assessment Supervisors,"Historical Property Research: Research often requires reviewing permits, surveys, Engineering records, and historical documents together.",historical property research research often requires reviewing permits surveys engineering records and historical documents together,neutral
Assessment Assessment Supervisors,Resubdivision Coordination: Parcel updates require coordination with Engineering and County mapping.,resubdivision coordination parcel updates require coordination with engineering and county mapping,neutral
Assessment Assessment Supervisors,"Permit-Driven Workload: Most assessment work begins with permit activity, although unpermitted work may still be discovered.",permit driven workload most assessment work begins with permit activity although unpermitted work may still be discovered,neutral
Assessment Assessment Supervisors,Seasonal Review Process: Permit monitoring and field review activities vary throughout the year based on the assessment calendar.,seasonal review process permit monitoring and field review activities vary throughout the year based on the assessment calendar,neutral
DOCE Admin Aide,IPS crashes frequently during complaint entry and daily operations.,ips crashes frequently during complaint entry and daily operations,negative
DOCE Admin Aide,Users experience unhandled exceptions and memory-related errors.,users experience unhandled exceptions and memory related errors,negative
DOCE Admin Aide,Work can be lost when the system crashes unexpectedly.,work can be lost when the system crashes unexpectedly,negative
DOCE Admin Aide,Multiple open tabs may contribute to instability.,multiple open tabs may contribute to instability,neutral
DOCE Admin Aide,Inspection appointments must be entered into multiple systems.,inspection appointments must be entered into multiple systems,neutral
DOCE Admin Aide,Outlook and IPS schedules are not synchronized.,outlook and ips schedules are not synchronized,neutral
DOCE Admin Aide,Periodic Inspection scheduling workflows are cumbersome.,periodic inspection scheduling workflows are cumbersome,neutral
DOCE Admin Aide,Inspector lists in the Periodic Inspection module are not alphabetized.,inspector lists in the periodic inspection module are not alphabetized,neutral
DOCE Admin Aide,Finding specific cases can be difficult.,finding specific cases can be difficult,negative
DOCE Admin Aide,Parcel History provides limited information when reviewing large properties.,parcel history provides limited information when reviewing large properties,negative
DOCE Admin Aide,Important information can be difficult to locate within cases.,important information can be difficult to locate within cases,negative
DOCE Admin Aide,Case notes and attachments are not always organized consistently.,case notes and attachments are not always organized consistently,positive
DOCE Admin Aide,Some features behave differently across modules.,some features behave differently across modules,neutral
DOCE Admin Aide,Certain attachments cannot always be uploaded successfully.,certain attachments cannot always be uploaded successfully,positive
DOCE Admin Aide,Some complaint types do not have clearly defined workflows.,some complaint types do not have clearly defined workflows,negative
DOCE Admin Aide,Complaint cases can take significant time to open.,complaint cases can take significant time to open,negative
DOCE Admin Aide,System responsiveness slows when handling multiple activities simultaneously.,system responsiveness slows when handling multiple activities simultaneously,neutral
DOCE Admin Aide,Uploading documents can impact performance.,uploading documents can impact performance,neutral
DOCE Admin Aide,"Information must be accessed across IPS, Camino, AS400, GIS, Outlook, and other systems.",information must be accessed across ips camino as gis outlook and other systems,neutral
DOCE Admin Aide,Duplicate data entry is required across multiple applications.,duplicate data entry is required across multiple applications,neutral
DOCE Admin Aide,Staff must frequently switch between systems to complete a task.,staff must frequently switch between systems to complete a task,neutral
DOCE Admin Aide,Ownership information can be difficult to verify.,ownership information can be difficult to verify,negative
DOCE Admin Aide,Address changes are not always reflected consistently.,address changes are not always reflected consistently,neutral
DOCE Admin Aide,Multiple property research tools must be used together.,multiple property research tools must be used together,neutral
DOCE Admin Aide,"Staff rely heavily on personal notes, cheat sheets, and reference documents.",staff rely heavily on personal notes cheat sheets and reference documents,negative
DOCE Admin Aide,Knowledge of certain processes is dependent on individual staff experience.,knowledge of certain processes is dependent on individual staff experience,positive
DOCE Admin Aide,Limited standardization exists across some administrative workflows.,limited standardization exists across some administrative workflows,negative
DOCE Admin Aide,Calls automatically disconnect after several minutes.,calls automatically disconnect after several minutes,neutral
DOCE Admin Aide,Long scheduling conversations are frequently interrupted.,long scheduling conversations are frequently interrupted,negative
DOCE Admin Aide,Customers become frustrated when calls are dropped.,customers become frustrated when calls are dropped,negative
DOCE Admin Aide,Staff lose significant time handling repeat calls.,staff lose significant time handling repeat calls,negative
DOCE Admin Aide,High call volumes create interruptions throughout the day.,high call volumes create interruptions throughout the day,negative
DOCE Admin Aide,Front-counter traffic can become overwhelming.,front counter traffic can become overwhelming,neutral
DOCE Admin Aide,Staff often support requests intended for other city departments.,staff often support requests intended for other city departments,positive
DOCE Supervisors,Missed Case Tracking: Cases can be missed if tickle dates are not entered correctly.,missed case tracking cases can be missed if tickle dates are not entered correctly,negative
DOCE Supervisors,No Automatic Monitoring: No system-generated alerts for inactive or stalled cases.,no automatic monitoring no system generated alerts for inactive or stalled cases,negative
DOCE Supervisors,Open Case Cleanup: Large number of legacy and inactive cases require manual cleanup.,open case cleanup large number of legacy and inactive cases require manual cleanup,positive
DOCE Supervisors,"Cases Easily Lost: Cases, permits, and assignments can disappear from visibility if workflows are not followed correctly.",cases easily lost cases permits and assignments can disappear from visibility if workflows are not followed correctly,negative
DOCE Supervisors,Human Error Dependency: The system relies heavily on users remembering to complete actions.,human error dependency the system relies heavily on users remembering to complete actions,negative
DOCE Supervisors,Incomplete Historical Data: Historical information is missing or difficult to locate.,incomplete historical data historical information is missing or difficult to locate,negative
DOCE Supervisors,Difficult Property Research: Researching property history requires navigating multiple records and screens.,difficult property research researching property history requires navigating multiple records and screens,negative
DOCE Supervisors,Parcel Search Challenges: Subdivided and inactive parcels are difficult to track.,parcel search challenges subdivided and inactive parcels are difficult to track,negative
DOCE Supervisors,Scattered Information: Related property information is not presented in a single view.,scattered information related property information is not presented in a single view,neutral
DOCE Supervisors,Limited Reporting Capability: Reporting and analysis require significant manual effort.,limited reporting capability reporting and analysis require significant manual effort,neutral
DOCE Supervisors,"No Advanced Analytics: Limited ability to identify trends, recurring offenders, or enforcement patterns.",no advanced analytics limited ability to identify trends recurring offenders or enforcement patterns,negative
DOCE Supervisors,Volume Challenges: IPS becomes cumbersome as case volume increases.,volume challenges ips becomes cumbersome as case volume increases,positive
DOCE Supervisors,Specialized Knowledge Required: Users require significant experience to fully utilize the system.,specialized knowledge required users require significant experience to fully utilize the system,positive
DOCE Supervisors,No Batch Processing: Large-scale updates and cleanup activities are difficult to perform.,no batch processing large scale updates and cleanup activities are difficult to perform,negative
