Focus Group,Value Index,Content,processed_content,label,category,vader_sentiment,word_count
7DOCE Discovery Session | Admin Aides Group 1,62,His work around – said Law verify address,work around said law verify address,neutral,work,neutral,6
7DOCE Discovery Session | Admin Aides Group 1,63,"S: Limit on tabs IPS can handle- multi-task – may have 7 tabs open, upload documents, tabs open – when that error comes up – is there a limit to tabs before crashes? On average ~10 complaint cases open",limit tab ip may tab open upload document tab open error come limit tab crash average complaint case open,negative,tab,negative,19
7DOCE Discovery Session | Admin Aides Group 1,64,Managing multiple tools – is that frustrating? Could be a more efficient way to have all the things they use. Shawn: very analog so doesn’t know what that would look like GIS map,managing multiple tool frustrating could efficient way thing use shawn analog know would look like gi map,positive,managing,positive,17
7DOCE Discovery Session | Admin Aides Group 1,65,Deed search – if inspectors listed with parcel info,deed search inspector listed parcel info,neutral,deed,neutral,6
7DOCE Discovery Session | Admin Aides Group 1,66,Would save time if all info on catchment map were in IPS on the parcel – but still wouldn’t have geographic context,would save time info catchment map ip parcel still geographic context,positive,would,positive,11
7DOCE Discovery Session | Admin Aides Group 1,67,"M: Pixel perfect when searching by address in AS400 – very difficult, functionality atrocious, like the aesthetic",pixel perfect searching address difficult functionality atrocious like aesthetic,positive,pixel,positive,9
7DOCE Discovery Session | Admin Aides Group 1,68,"J: AS400 – uses it for water billing, goes to view wtr history and won’t go anywhere – will go ‘long way’ - additional 3 steps – even then sometimes it’s not there",j us water billing go view wtr history go anywhere go long way additional step even sometimes,neutral,go,neutral,17
7DOCE Discovery Session | Admin Aides Group 1,70,Kevin gave long list of address changes – updating owner addresses in AS400 and in IPS,kevin gave long list address change updating owner address ip,neutral,address,neutral,10
7DOCE Discovery Session | Admin Aides Group 1,72,Death certificate 2003 of someone trying to serve,death certificate someone trying serve,negative,death,negative,5
7DOCE Discovery Session | Admin Aides Group 1,74,IPS doesn’t allow saving owner addresses sometimes – or permission based? Tim could do it,ip allow saving owner address sometimes permission based tim could,positive,ip,positive,10
7DOCE Discovery Session | Admin Aides Group 1,75,Sheer amount of duplicates in address book in IPS and AS400 – some of that is the owner addresses themselves,sheer amount duplicate address book ip owner address,neutral,address,neutral,8
7DOCE Discovery Session | Admin Aides Group 1,76,With LLCs do have to keep it distinct if multiple LLCs so not all within our control,llcs keep distinct multiple llcs within control,neutral,llcs,neutral,7
7DOCE Discovery Session | Admin Aides Group 1,77,"Put in contact information – enter someone with same name, address book won’t let you enter it if it’s similar – e.g. enter same name but different address",put contact information enter someone name address book let enter similar enter name different address,neutral,enter,neutral,15
7DOCE Discovery Session | Admin Aides Group 1,78,Assessment change of address form – share,assessment change address form share,positive,assessment,positive,5
7DOCE Discovery Session | Admin Aides Group 1,80,Automatically adds hypens with phone number,automatically add hypens phone number,positive,automatically,positive,5
7DOCE Discovery Session | Admin Aides Group 1,81,"Appreciates that within parcel, can click on button that brings directly to Image Mate with the owner address",appreciates within parcel click button brings directly image mate owner address,positive,appreciates,positive,11
7DOCE Discovery Session | Admin Aides Group 1,82,Dark mode for IPS?  +2 Incredibly bright,dark mode ip incredibly bright,positive,dark,positive,5
7DOCE Discovery Session | Admin Aides Group 1,86,"If everything could be more easily identifiable on the thumbnails – when you pull ip the Parcel History, not easy to tell e..g large complexes like Nob Hill, has to open each individually to find apartment – make it more identifiable e.g. apartment, unit – only has status, open date",everything could easily identifiable thumbnail pull ip parcel history easy tell e g large complex like nob hill open individually find apartment make identifiable apartment unit status open date,positive,identifiable,positive,29
7DOCE Discovery Session | Admin Aides Group 1,88,Computer is slow – takes 45 sec to open complaint case,computer slow take sec open complaint case,negative,computer,negative,7
7DOCE Discovery Session | Admin Aides Group 1,89,When you open a case note on an already open case – sometimes your name isn’t there – blank space – sometimes only inspectors are there,open case note already open case sometimes name blank space sometimes inspector,neutral,open,neutral,12
7DOCE Discovery Session | Admin Aides Group 1,90,Some things you need to hit Save and other time you don’t need to,thing need hit save time need,positive,need,positive,6
7DOCE Discovery Session | Admin Aides Group 1,95,Made cheat sheets and phone lists of commonly ysed things – reference docs,made cheat sheet phone list commonly ysed thing reference doc,negative,made,negative,10
7DOCE Discovery Session | Admin Aides Group 1,97,MS Teams: will contact cityline Christine Norween,m team contact cityline christine norween,neutral,m,neutral,6
7DOCE Discovery Session | Admin Aides Group 1,98,Inspectors update SeeClick Fix – not admin aides,inspector update seeclick fix admin aide,neutral,inspector,neutral,6
DOCE Discovery Session | Building Inspectors Group 1,2,Ashlie: Clerk > Admin Supervisor > Housing > Building - 20yrs,ashlie clerk admin supervisor housing building,neutral,ashlie,neutral,6
DOCE Discovery Session | Building Inspectors Group 1,4,Reggie: Housing > Building (4 yrs) - 2019 (7 yrs),reggie housing building yr yr,neutral,yr,neutral,5
DOCE Discovery Session | Building Inspectors Group 1,5,"Luke: Vacants (separate dept at the time, just him and Ryan) - 23yrs",luke vacants separate dept time ryan,neutral,luke,neutral,6
DOCE Discovery Session | Building Inspectors Group 1,8,"Building inspecor: CofC, CofU, Zoning, permits, tobacco, CofA, CofI, permit inspections – floaters for now if they’re booked up",building inspecor cofc cofu zoning permit tobacco cofa cofi permit inspection floater booked,neutral,permit,neutral,13
DOCE Discovery Session | Building Inspectors Group 1,13,CofU – Corinne gets applications and she schedules,cofu corinne get application schedule,neutral,cofu,neutral,5
DOCE Discovery Session | Building Inspectors Group 1,14,CofC – Anthony and Maria – application side – call and schedule (doesn’t always happen),cofc anthony maria application side call schedule always happen,neutral,cofc,neutral,9
DOCE Discovery Session | Building Inspectors Group 1,15,"May be due for CofC before app even comes up, and inspector will start",may due cofc app even come inspector start,neutral,may,neutral,8
DOCE Discovery Session | Building Inspectors Group 1,18,Aides schedule CofU – can be diconnect between Fire and inspector going,aide schedule cofu diconnect fire inspector going,negative,aide,negative,7
DOCE Discovery Session | Building Inspectors Group 1,19,"Outlook, IPS, Outlook calendar – doesn't even",outlook ip outlook calendar even,neutral,outlook,neutral,5
DOCE Discovery Session | Building Inspectors Group 1,21,"Electrical test, camera in iPhone for photos",electrical test camera iphone photo,neutral,electrical,neutral,5
DOCE Discovery Session | Building Inspectors Group 1,22,"Got tablets years ago – great idea, too much lag – heard that IT didn’t want to pay for updates on tablets",got tablet year ago great idea much lag heard want pay update tablet,positive,tablet,positive,13
DOCE Discovery Session | Building Inspectors Group 1,24,Reggie’s tablet does work – needs hotspots to work,reggie tablet work need hotspot work,neutral,work,neutral,6
DOCE Discovery Session | Building Inspectors Group 1,25,Photos go right into case – notes go in straighaway,photo go right case note go straighaway,neutral,go,neutral,7
DOCE Discovery Session | Building Inspectors Group 1,27,IPads with IPS app are droid companability – doesn't work with iPhones,ipads ip app droid companability work iphones,neutral,ipads,neutral,7
DOCE Discovery Session | Building Inspectors Group 1,28,Taking notes on paper and picture on phone,taking note paper picture phone,neutral,taking,neutral,5
DOCE Discovery Session | Building Inspectors Group 1,29,"Before go out – checking out what’s required, whether they need dust wipes (lead)",go checking required whether need dust wipe lead,neutral,go,neutral,8
DOCE Discovery Session | Building Inspectors Group 1,31,End of the day – depends on number of cases and violations,end day depends number case violation,negative,end,negative,6
DOCE Discovery Session | Building Inspectors Group 1,32,Doing it in the field would save a ton of time,field would save ton time,positive,field,positive,5
DOCE Discovery Session | Building Inspectors Group 1,34,Got them new tablets – first day doesn’t work,got new tablet first day work,neutral,got,neutral,6
DOCE Discovery Session | Building Inspectors Group 1,39,If you forgot to put tickle date in – cases are lost,forgot put tickle date case lost,negative,forgot,negative,6
DOCE Discovery Session | Building Inspectors Group 1,40,IPS crashes – 3 or 4 cases – someone calls – may have lost your case – doesn't save session,ip crash case someone call may lost case save session,negative,case,negative,10
DOCE Discovery Session | Building Inspectors Group 1,42,In an area where people get scared with the notices,area people get scared notice,negative,area,negative,5
DOCE Discovery Session | Building Inspectors Group 1,43,"Rollover – if taxes unpaid, can’t get CofC",rollover tax unpaid get cofc,neutral,rollover,neutral,5
DOCE Discovery Session | Building Inspectors Group 1,44,Not supposed to issue cert with taxes – can issue if in tax trust,supposed issue cert tax issue tax trust,positive,issue,positive,7
DOCE Discovery Session | Building Inspectors Group 1,47,Can’t send PO to BAA if tax delinquent per – if only thing is CofC being held up,send po baa tax delinquent per thing cofc held,negative,send,negative,9
DOCE Discovery Session | Building Inspectors Group 1,49,Rob: Zoning approval – Zone checks take forever – he knows they’re very busy,rob zoning approval zone check take forever know busy,negative,rob,negative,9
DOCE Discovery Session | Building Inspectors Group 1,50,"Can’t issue without zone check, they don’t update IPS case",issue without zone check update ip case,neutral,issue,neutral,7
DOCE Discovery Session | Building Inspectors Group 1,51,"Other depts that get involved – don't update IPS with notes, can be an issue",depts get involved update ip note issue,neutral,depts,neutral,7
DOCE Discovery Session | Building Inspectors Group 1,52,"Inspectors are point of contact – get people calling – waiting for BAA, Law or Zoning",inspector point contact get people calling waiting baa law zoning,neutral,inspector,neutral,10
DOCE Discovery Session | Building Inspectors Group 1,53,Nob Hill – cited over 2 years ago for elevators – due in 2019,nob hill cited year ago elevator due,neutral,nob,neutral,7
DOCE Discovery Session | Building Inspectors Group 1,54,Ashlie - she didn’t know they were – can't cite if don’t know it’s expired,ashlie know ca cite know expired,neutral,know,neutral,6
DOCE Discovery Session | Building Inspectors Group 1,57,2 years since it’s been referred to Law and no note from Law,year since referred law note law,neutral,law,negative,6
DOCE Discovery Session | Building Inspectors Group 1,58,Inspectors aren’t updated with info when cases are in court even some times – gets info from syracuse.com,inspector updated info case court even time get info,neutral,info,neutral,9
DOCE Discovery Session | Building Inspectors Group 1,59,"Third-party inspectors: Sprinklers, fire alarm, smoke certs if hardwired, boilers/furnace, HVAC, elevators",inspector sprinkler fire alarm smoke cert hardwired hvac elevator,negative,inspector,negative,9
DOCE Discovery Session | Building Inspectors Group 1,60,Will put reports to fire marshal and they will review and approve,put report fire marshal review approve,negative,put,negative,6
DOCE Discovery Session | Building Inspectors Group 1,62,Water check – gets another inspector to look up the water movement,water check get another inspector look water movement,neutral,water,neutral,8
DOCE Discovery Session | Building Inspectors Group 1,65,See the water and elevator certs – have to ask Sonya – no note if it’s passed or paid,see water elevator cert ask sonya note passed paid,neutral,see,negative,9
DOCE Discovery Session | Building Inspectors Group 1,69,Mainly checking if doing work without a permit,mainly checking work without permit,neutral,mainly,neutral,5
DOCE Discovery Session | Building Inspectors Group 1,71,"May check on whether they’re pulling permits, whether its passed",may check whether pulling permit whether passed,neutral,whether,neutral,7
DOCE Discovery Session | Building Inspectors Group 1,73,"Approvals for CofUs – redtape owners need to go through – slows down the process – DPW, zoning, Law, police",approval cofus redtape owner need go slows process dpw zoning law police,positive,approval,neutral,12
DOCE Discovery Session | Building Inspectors Group 1,75,Tickle dates – reminder dates are helpful,tickle date reminder date helpful,positive,date,positive,5
DOCE Discovery Session | Building Inspectors Group 1,79,Likes that all documents and images are saved in there – even communication with owner,like document image saved even communication owner,positive,like,positive,7
DOCE Discovery Session | Building Inspectors Group 1,86,"Likes it for certain things, doesn’t like it for others",like certain thing like others,positive,like,positive,5
DOCE Discovery Session | Building Inspectors Group 1,87,"Ashlie started as paralegal – between Codes and Law – also a clerk – started with RR program – easier for her, can look anything up",ashlie started paralegal code law also clerk started rr program easier look anything,positive,started,positive,13
DOCE Discovery Session | Building Inspectors Group 1,89,Issue for clerks as well – Nob Hill eg. Huge list of cases – issue with searching – sift through all of those cases,issue clerk well nob hill eg huge list case issue searching sift case,positive,issue,positive,13
DOCE Discovery Session | Building Inspectors Group 1,90,"Anthony – add CofC case apps, gets added to older cases",anthony add cofc case apps get added older case,neutral,case,neutral,9
DOCE Discovery Session | Building Inspectors Group 1,91,DPW had their own cases in IPS when they first started – older cases,dpw case ip first started older case,neutral,case,neutral,7
DOCE Discovery Session | Building Inspectors Group 1,92,Fire will also start their own cases in IPS – they don’t follow up on it – now inspectors do it for them,fire also start case ip follow inspector,negative,fire,negative,7
DOCE Discovery Session | Building Inspectors Group 1,93,County lead in there too – can see it – but makes more cases,county lead see make case,neutral,county,neutral,5
DOCE Discovery Session | Building Inspectors Group 1,96,Multiple owners in Address Book – has to go in as multiple entries even if the same individual,multiple owner address book go multiple entry even individual,neutral,multiple,neutral,9
DOCE Discovery Session | Building Inspectors Group 1,97,"Reggie’s case changed – he tries to change the older – causes confusion, multiple listed",reggie case changed try change older cause confusion multiple listed,negative,reggie,negative,10
DOCE Discovery Session | Building Inspectors Group 1,100,"So many places something can be put in – which ones is the correct updated ownership, phone numbers, etc. - and which was last put in is not indicated",many place something put one correct updated ownership phone number etc last put indicated,positive,put,neutral,14
DOCE Discovery Session | Building Inspectors Group 1,101,"Multiple ways to update in system – if not updated in certain way, doesn’t get",multiple way update system updated certain way get,positive,way,negative,8
DOCE Discovery Session | Building Inspectors Group 1,102,"AS400 checks 4 way – Ashlie uses constantly, Rob not familiar with it",check way ashlie us constantly rob familiar,negative,check,negative,7
DOCE Discovery Session | Building Inspectors Group 1,108,Happens often – too many windows open,happens often many window open,neutral,happens,neutral,5
DOCE Discovery Session | Building Inspectors Group 1,109,Letters admin aides think it’s an issue– if doing same thing at the same time,letter admin aide think issue thing time,neutral,letter,neutral,7
DOCE Discovery Session | Building Inspectors Group 1,111,See high-risk area from IPS parcel area,see area ip parcel area,neutral,area,neutral,5
DOCE Discovery Session | Building Inspectors Group 1,113,Be nice if IPS had everything they needed – now we have so many apps,nice ip everything needed many apps,positive,nice,positive,6
DOCE Discovery Session | Building Inspectors Group 1,114,"Sonya elevators, catchment map, Camino, Compliance Engine",sonya elevator catchment map camino compliance engine,neutral,sonya,neutral,7
DOCE Discovery Session | Building Inspectors Group 1,116,Ashlie had skyline at the time – 45 minutes to pull up cases,ashlie skyline time minute pull case,neutral,ashlie,neutral,6
DOCE Discovery Session | Building Inspectors Group 1,117,More info cases in IPS harder it would be to,info case ip harder would,neutral,info,neutral,5
DOCE Discovery Session | Building Inspectors Group 1,118,"Offline capability – if they go into a basement to look at boiler, service drops/tablet wouldn’t work",offline capability go basement look boiler service work,negative,offline,negative,8
DOCE Discovery Session | Building Inspectors Group 1,119,Would be interesting to see what other municipalities use for software – in NYS same codes,would interesting see municipality use software ny code,positive,would,positive,8
DOCE Discovery Session | Building Inspectors Group 1,120,Ashlie has high hopes – this meeting longer already than the one they held when picking IPS (Gretchen in Law? At the time),ashlie high hope meeting longer already one held picking ip gretchen law time,positive,ashlie,positive,13
DOCE Discovery Session | Building Inspectors Group 1,122,Items Dan M. followed up with via email 2026-05-26:,item dan followed via email,neutral,item,neutral,5
DOCE Discovery Session | Building Inspectors Group 1,123,Some of the inspectors do not have the ability to delete actions or photos in IPS if they are added by mistake. A lot of them come to me to do that for them.,inspector ability delete action photo ip added mistake lot come,neutral,inspector,negative,10
DOCE Discovery Session | Building Inspectors Group 1,124,Several inspectors do not have access to AS400. We do need this to check for proper ownership as well as water usage to determine vacancy.,several inspector access need check proper ownership well water usage determine vacancy,positive,several,positive,12
DOCE Discovery Session | Admin Aides Group 2,5,"Mostly make calls, schedule complaints, schedule inspections – bulk of what they do",mostly make call schedule complaint schedule inspection bulk,negative,schedule,negative,8
DOCE Discovery Session | Admin Aides Group 2,6,Grab things from the printer – mailings from printer,grab thing printer mailing printer,neutral,printer,neutral,5
DOCE Discovery Session | Admin Aides Group 2,7,Rent holds and rent releases – occur every day – not all working on all at the same time,rent hold rent release occur every day working time,neutral,rent,neutral,9
DOCE Discovery Session | Admin Aides Group 2,8,Lillian: Point of contact – general public that comes in – her or Maria handle the spanish speaking population and handle inspections for them upstairs (if Maria not there may help out downstairs or Suehaly or Jenifer from SPD),lillian point contact general public come maria handle spanish speaking population handle inspection upstairs maria may help downstairs suehaly jenifer spd,positive,maria,negative,21
DOCE Discovery Session | Admin Aides Group 2,9,"Speak to inspectors, or Land Bank or zoning plans examiners",speak inspector land bank zoning plan examiner,neutral,speak,neutral,7
DOCE Discovery Session | Admin Aides Group 2,11,Someone calls trying to schedule inspection or PO wants information – just one window – gets congested,someone call trying schedule inspection po want information one window get congested,negative,someone,negative,12
DOCE Discovery Session | Admin Aides Group 2,12,People showing up a lot and calling a lot,people showing lot calling lot,neutral,lot,neutral,5
DOCE Discovery Session | Admin Aides Group 2,14,Issues with phones – started 2-3 months – phone calls just drop – people frustrated because phone drops – IT tickets on it since 2024,issue phone started month phone call drop people frustrated phone drop ticket since,negative,phone,negative,13
DOCE Discovery Session | Admin Aides Group 2,15,They don’t just get CE phone calls – field calls for multiple departments – get calls for cityline or DPW – get a lot of phone traffic,get ce phone call field call multiple department get call cityline dpw get lot phone traffic,neutral,get,neutral,16
DOCE Discovery Session | Admin Aides Group 2,16,Try to direct them to departments – those departments don’t pick up the phone – try to give them an alternative solution i.e. fill out form,try direct department department pick phone try give alternative solution fill form,positive,try,positive,12
DOCE Discovery Session | Admin Aides Group 2,17,Website – tried to create a ticket through seeclickfix – got a blank screen*,website tried create ticket seeclickfix got blank screen,positive,website,positive,8
DOCE Discovery Session | Admin Aides Group 2,20,"Camino is the smoothest – up-to-date, reliable – runs well compared to everything else",camino smoothest reliable run well compared everything else,positive,camino,positive,8
DOCE Discovery Session | Admin Aides Group 2,22,"AS400 – water notes, update ownership records, taxes",water note update ownership record tax,neutral,water,neutral,6
DOCE Discovery Session | Admin Aides Group 2,24,Don’t track things mostly outside of IPS,track thing mostly outside ip,neutral,track,neutral,5
DOCE Discovery Session | Admin Aides Group 2,26,Tim monitors main codes email,tim monitor main code email,neutral,tim,neutral,5
DOCE Discovery Session | Admin Aides Group 2,27,Will send copies of things through their emails – send a lot of attachments,send copy thing email send lot attachment,positive,send,positive,7
DOCE Discovery Session | Admin Aides Group 2,28,They use spreadsheets scarcily – only one recently,use spreadsheet scarcily one recently,neutral,use,neutral,5
DOCE Discovery Session | Admin Aides Group 2,30,Use Teams or use phone extensions,use team use phone extension,neutral,use,neutral,5
DOCE Discovery Session | Admin Aides Group 2,31,Document a lot in IPS just to make sure it’s there,document lot ip make sure,positive,document,positive,5
DOCE Discovery Session | Admin Aides Group 2,36,"7D court filings – don't have a dedicated place for this – would be nice if legal had their own section for it. If no case, adding to other general attachments – a lot in there – their own designated space for it to be uploaded",court filing dedicated place would nice legal section case adding general attachment lot designated space uploaded,positive,court,positive,16
DOCE Discovery Session | Admin Aides Group 2,37,"IPS: when trying to save anything – brink of crashing – slows down – loading window – if crashes, will say out of memory",ip trying save anything brink crashing slows loading window crash say memory,positive,ip,positive,12
DOCE Discovery Session | Admin Aides Group 2,38,Periodic inspections module: Issue with inspector names not sorting alphabetize,periodic inspection module issue inspector name sorting alphabetize,neutral,periodic,neutral,8
DOCE Discovery Session | Admin Aides Group 2,39,Everything else runs pretty smoothly – mainly processing speed,everything else run pretty smoothly mainly processing speed,positive,everything,positive,8
DOCE Discovery Session | Admin Aides Group 2,40,If updating nail and mails – sometimes you can’t upload the document,updating nail mail sometimes upload document,neutral,updating,neutral,6
DOCE Discovery Session | Admin Aides Group 2,41,Issue with feature – put in a complaint under building without a permit – when it times to send out letter *follow up with Tim for details,issue feature put complaint building without permit time send letter follow tim detail,negative,issue,negative,13
DOCE Discovery Session | Admin Aides Group 2,42,Mainly put under Prop Maint Int/Ext - would be more recognizable as Bldg w/o a Permit,mainly put prop maint would recognizable bldg permit,neutral,mainly,neutral,8
DOCE Discovery Session | Admin Aides Group 2,44,Re: mailing a letter out - Sometimes can’t find the new owner in the system – go into county clerk’s deeds and mortgages,mailing letter sometimes find new owner system go county clerk deed mortgage,neutral,mailing,neutral,12
DOCE Discovery Session | Admin Aides Group 2,45,"Can’t find new owners – creates an issue because old owners calls us, become aggravated/agitated because they sold it",find new owner creates issue old owner call u become sold,positive,owner,positive,11
DOCE Discovery Session | Admin Aides Group 2,47,When waiting on approval for something – if they can’t get ahold of Permits office,waiting approval something get ahold permit office,positive,waiting,positive,7
DOCE Discovery Session | Admin Aides Group 2,48,Eric: Likes that everything is in Camino – database for that,eric like everything camino database,positive,eric,positive,5
DOCE Discovery Session | Admin Aides Group 2,49,Multiple tools they have to handle – would be nice if something that collected those data and inputted in both systems,multiple tool handle would nice something collected data inputted system,positive,multiple,positive,10
DOCE Discovery Session | Admin Aides Group 2,54,Likes periodics window for Rental Registry,like periodics window rental registry,positive,like,positive,5
DOCE Discovery Session | Admin Aides Group 2,55,"Documents on one side, inspection on the other side, add notes to it specifically",document one side inspection side add note specifically,neutral,side,neutral,8
DOCE Discovery Session | Admin Aides Group 2,56,"PI module layout – likes it better than the complaint module – designed well – when you click on date, doesn’t calendar – very useful",pi module layout like better complaint module designed well click date calendar useful,positive,module,positive,13
DOCE Discovery Session | Admin Aides Group 2,61,Owner/contact information – needs to be connected – updated individually in RR module vs complaint module,information need connected updated individually rr module v complaint module,negative,module,negative,10
DOCE Discovery Session | Admin Aides Group 2,65,Would it be possible for them to add licenses? Tab for that,would possible add license tab,neutral,would,neutral,5
DOCE Discovery Session | Admin Aides Group 2,68,Camino – changed something they didn’t like – if they pick AM/PM - doesn’t list time in – doesn't allow for time? Lillian adds a note *flag for Camino team – could impact inspectors too,camino changed something like pick list time allow time lillian add note flag camino team could impact inspector,positive,camino,positive,18
DOCE Discovery Session | Supervisors Group,10,"Bill: New casework comes in through emails, seeclickfix, fire department – if fires occurs overnight",bill new casework come email seeclickfix fire department fire occurs overnight,negative,fire,negative,11
DOCE Discovery Session | Supervisors Group,11,"Look at history of property, assign inspector",look history property assign inspector,neutral,look,neutral,5
DOCE Discovery Session | Supervisors Group,12,Bill handles every housing inspector – goes through Bill,bill handle every housing inspector go bill,neutral,bill,neutral,7
DOCE Discovery Session | Supervisors Group,13,"Other departments: Fire, zoning, NBD, CPO",department fire zoning nbd cpo,neutral,department,positive,5
DOCE Discovery Session | Supervisors Group,17,Phone rings – All staff pulled in at different levels,phone ring staff pulled different level,neutral,phone,neutral,6
DOCE Discovery Session | Supervisors Group,19,Seeclick fix regularly getting issues via that,seeclick fix regularly getting issue via,neutral,seeclick,neutral,6
DOCE Discovery Session | Supervisors Group,21,"Supervising staff, inspections delegated when people call in",supervising staff inspection delegated people call,neutral,supervising,neutral,6
